Sub-sector,Company Name,Year,GHG Emissions (Scope 1) (tCO2e),GHG Emissions (Scope 2) (tCO2e),GHG Emissions (Scope 3) (tCO2e),Total Energy Consumption (MWhs),Total Water Consumption (ML),Total Waste Generated (t),Current Employees by Gender (Female %),New Hires and Turnover by Gender (Female %),Current Employees by Age Groups (Millennials %),Total Turnover (%),Total Number of Employees,Average Training Hours per Employee,Fatalities,High-consequence injuries,Recordable injuries,Recordable work-related ill health cases,Board Independence (%),Women on the Board (%),Women in Management Team (%),Anti-Corruption Training for Employees (%)
Technology Hardware and Equipment,Company_29,2022,364.0217138,874.2446633,953.9846673,16666.49523,155.5430603,13.80985491,31.92950551,35.59311033,65.6528687,11.08729451,293,46.54844805,0,3,4,1,62.62114262,26.76360062,16.22472682,87.90357483
Technology Hardware and Equipment,Company_29,2023,404.3925408,541.2007192,408.7034787,32779.94754,184.9331115,67.85466918,20.67474842,21.39251822,61.02273001,13.94228707,730,43.66919524,2,1,2,1,57.02321429,26.54466058,11.78199923,96.42338518
Technology Hardware and Equipment,Company_29,2024,417.0667182,739.3473683,1292.053853,16360.20435,798.9357885,28.14108993,24.4816544,16.09711523,48.05140063,19.74057882,333,28.85596848,1,1,4,4,53.64073735,28.53491481,17.55994752,66.0458788
Technology Hardware and Equipment,Company_30,2020,51.06320759,186.6856628,1410.918034,24630.05129,936.8156066,16.11193568,37.05293715,16.9447528,43.32524792,5.988199224,464,46.42046672,0,3,2,1,79.49359988,22.19660823,39.26296595,55.01737291
Technology Hardware and Equipment,Company_30,2021,466.1311175,197.9184262,1306.119853,37010.35968,921.4068913,32.3506999,36.07949631,32.84714047,64.66333187,14.66633094,285,18.59486741,0,1,4,2,62.9102461,15.81168182,29.37151029,99.44139636
Technology Hardware and Equipment,Company_30,2022,78.07800745,946.3207685,1651.80742,47203.56611,384.1557028,26.22612517,49.51963057,32.06717397,61.42884738,6.345156079,314,10.58111152,2,2,9,3,57.87106561,30.76724397,31.69035988,68.2434939
Technology Hardware and Equipment,Company_30,2023,207.8318687,761.6462765,839.468558,28974.86081,328.8691891,78.65591532,30.25537252,43.32728681,51.74539215,7.135632091,474,22.79410456,0,3,4,0,63.11016122,42.98652849,24.36061745,70.6068812
Technology Hardware and Equipment,Company_30,2024,184.1475347,867.9327087,1226.859349,31346.18942,746.4112618,39.45903854,27.19851051,45.51045288,30.2500579,17.45809809,640,15.77408582,1,0,9,4,98.00968987,22.0243551,23.0843253,95.61265481
Technology Hardware and Equipment,Company_31,2020,175.9317584,295.6210214,406.9746336,35413.96787,214.7420622,35.10892168,27.34024503,16.75264579,43.97729629,16.78331335,507,16.37516452,1,3,9,5,71.85150396,21.51534382,11.87927799,50.48284217
Technology Hardware and Equipment,Company_31,2021,165.3345434,767.365749,483.5653244,44755.94026,827.4664096,22.9365197,23.56134443,45.01320631,42.67288943,8.775746083,563,25.73404755,0,0,1,0,81.2251711,19.18198047,32.27147573,51.99204325
Technology Hardware and Equipment,Company_31,2022,168.1994283,609.9673897,478.390383,41094.82893,877.0862948,25.34755092,37.72746777,18.7332445,46.31038988,8.157974058,576,43.39840951,2,0,10,3,77.08166768,43.85299206,35.17944064,63.04212743
Technology Hardware and Equipment,Company_31,2023,285.5159035,661.7873018,1477.589911,41355.73994,482.8974544,90.23136794,34.73017187,18.12353019,63.62839659,16.98982268,558,31.74081884,0,3,10,5,98.63818334,10.2570838,22.990489,52.12226823
Technology Hardware and Equipment,Company_31,2024,75.95231976,805.518592,1645.826194,14762.68228,929.3382114,46.30011035,41.64542771,33.75796104,43.94605332,19.45869621,925,31.93439998,1,0,0,4,63.53762427,49.21591001,27.11296034,72.45996369
Technology Hardware and Equipment,Company_32,2020,112.7697644,394.0389893,736.0858846,45211.61651,291.5065631,45.45868947,45.74973533,46.75624049,36.30646846,8.436459194,347,21.49038973,1,3,4,3,54.40162269,26.47720035,32.24748919,71.73932436
Technology Hardware and Equipment,Company_32,2021,155.0860545,471.7141258,1013.91692,45124.15462,838.8207775,47.32069772,49.71464733,13.32277938,54.92463993,11.04945787,811,16.03408327,1,0,5,1,96.24228505,16.40609042,33.35866444,53.62639622
Technology Hardware and Equipment,Company_32,2022,183.9439945,910.1661717,1770.351896,39880.04328,166.4222474,38.72677539,23.30896822,15.16603591,35.88009948,17.86891887,821,39.1823249,2,3,9,1,86.21555958,13.37323795,11.9321107,50.2650679
Technology Hardware and Equipment,Company_32,2023,218.7978907,975.067495,1783.173987,10878.27358,370.623011,30.49429918,47.71570729,49.44850463,58.59603089,15.31111839,884,47.57092742,1,3,2,0,84.60885101,43.36483795,29.63218467,79.59322886
Technology Hardware and Equipment,Company_32,2024,219.3374155,759.9093052,1634.389306,37661.57858,804.3409786,87.89376057,38.56445665,11.27911561,66.9700554,9.652588607,649,16.22104669,1,3,3,5,50.76040811,16.7117057,31.39858423,56.28042252
Technology Hardware and Equipment,Company_33,2020,177.642817,790.3596166,525.7179084,36592.34266,765.010226,76.31536346,44.38903793,20.90302969,45.33954375,8.817461305,910,26.39694424,2,3,9,3,90.30345177,19.19298001,25.02893228,76.82306834
Technology Hardware and Equipment,Company_33,2021,322.6996091,770.3076006,1416.701302,28986.49007,952.4377112,84.95907445,48.0167665,22.10686182,57.76752237,18.65553074,512,21.73418941,0,3,0,0,80.44474703,18.52248816,39.07557978,58.40011501
Technology Hardware and Equipment,Company_33,2022,310.3807053,969.0435627,1136.103422,10693.80242,170.6845713,18.46078412,47.65183562,30.3780331,59.95923422,18.91264296,269,19.71065464,0,2,10,0,53.98355801,23.75705042,33.92081372,68.47928439
Technology Hardware and Equipment,Company_33,2023,342.3261483,211.6242602,602.7340389,35315.70103,358.6772624,45.25792462,30.69900031,35.8428584,52.03114192,11.94143713,493,34.92403646,2,3,1,5,64.0227074,25.83867963,13.16001526,99.11135901
Technology Hardware and Equipment,Company_33,2024,327.6230149,869.6834105,1752.53725,42645.84219,166.732375,36.20973619,42.15721709,11.4133289,45.62944355,7.485146203,180,46.62429678,2,3,1,1,69.65828394,10.87265861,18.37041949,74.34822823
Technology Hardware and Equipment,Company_34,2020,97.52195561,972.6245997,981.071194,18723.67336,903.4712631,23.11331522,32.32782908,22.934907,66.38241528,15.26875239,319,16.10336679,1,1,9,3,55.35176037,38.94434993,15.15072234,90.25752938
Technology Hardware and Equipment,Company_34,2021,73.40719732,249.9985012,1753.899696,21826.08686,370.1800472,51.57332823,35.31119133,39.49968924,31.02415246,5.45304553,462,44.62679916,0,2,10,0,98.99625879,19.77796738,20.63148697,74.6801223
Technology Hardware and Equipment,Company_34,2022,188.4993974,127.9267313,1893.721038,32531.17848,232.6642996,26.8116767,31.20342279,36.54133102,37.85509831,18.3030158,675,18.52837263,2,1,2,2,81.29646218,18.14121133,17.60301558,79.70133418
Technology Hardware and Equipment,Company_34,2023,484.7632415,463.6628036,1670.173529,49491.76496,361.5033379,55.10159183,23.97362015,41.30367513,36.02677652,13.93073877,193,17.63689986,0,0,8,3,72.36644716,46.35207623,30.83251567,68.77263083
Technology Hardware and Equipment,Company_34,2024,200.5964368,153.1582046,1523.901128,38478.96836,810.8089017,28.63489528,49.13033952,20.3522937,31.88710367,6.700681807,826,46.49059825,2,1,5,3,70.13751159,39.89412245,30.69257489,63.11094575
Technology Hardware and Equipment,Company_35,2020,326.3572326,892.9465235,1488.940978,8955.694334,640.5928459,10.9367344,39.77367503,21.62391535,33.31539379,12.65692882,584,45.861637,0,2,8,3,72.611748,22.19079363,34.36143626,73.57413163
Technology Hardware and Equipment,Company_35,2021,344.2872722,681.4833936,1697.769092,29882.22857,355.8291364,65.15183724,33.11474792,30.17800541,49.76911727,12.49967699,501,25.26059427,2,1,0,1,67.12957795,32.80353714,24.14143156,84.85684811
Technology Hardware and Equipment,Company_35,2022,229.9829306,680.7278296,1827.012,32154.98554,275.2411447,89.29262534,45.35823062,24.48098849,61.4453842,11.6017612,994,48.8200483,0,1,7,0,95.89418907,49.02609022,12.18907204,67.63327361
Technology Hardware and Equipment,Company_35,2023,360.9635002,848.0420049,1011.802386,48820.16049,303.8191275,42.74169677,45.12118013,15.08578974,69.88995343,8.30602963,635,44.215869,0,0,2,3,66.92171549,46.25306667,22.32959099,99.58644368
Technology Hardware and Equipment,Company_35,2024,133.7696084,575.5924343,897.114376,10089.65488,434.1363794,43.97500952,40.55711664,11.38781642,30.20060587,19.56115509,371,16.58922782,1,0,8,0,52.78865577,32.16021817,31.33840518,83.01458952
Technology Hardware and Equipment,Company_36,2020,316.0821249,791.2236013,319.2217897,33596.88281,616.1992311,42.15840134,32.18158662,27.11913532,30.09341772,8.727631706,668,10.80436096,2,0,3,3,86.70519043,32.00116724,38.09542676,87.77471833
Technology Hardware and Equipment,Company_36,2021,208.6662441,609.6746104,788.0828851,28581.95402,606.0740468,16.78394437,46.87816337,29.89832568,68.24412315,12.51285837,936,42.9537163,2,1,6,4,86.1138553,38.70996865,35.91774963,77.00234325
Technology Hardware and Equipment,Company_36,2022,188.6832032,608.3952079,1894.356448,7427.029442,539.7779872,16.75439321,32.22117893,18.35361668,53.99316589,17.03516745,548,12.09296734,2,0,1,0,83.10051124,22.69668067,31.0791358,92.80845157
Technology Hardware and Equipment,Company_36,2023,218.7583019,288.8923326,413.7910237,24939.59425,375.1283575,58.03243796,49.95653092,47.32727797,59.02332092,15.59039445,170,27.86101808,2,0,6,1,79.92392993,19.23632734,11.16765597,51.31726171
Technology Hardware and Equipment,Company_36,2024,278.6450297,151.2723142,767.2470279,8472.877038,415.9971724,77.73452443,37.60281068,40.01280635,60.84588163,10.3521881,201,18.00693734,2,0,4,0,66.62348511,48.59865981,18.40005248,63.68629038
Technology Hardware and Equipment,Company_37,2020,56.51125157,724.6476834,648.0426928,48388.46554,536.9319168,91.27481076,46.1054465,19.12217478,58.39695932,14.47297733,597,28.76694732,0,2,10,4,94.66409601,43.58048617,28.13044792,71.88751893
Technology Hardware and Equipment,Company_37,2021,338.7359528,799.6248715,1911.125281,42849.88335,259.9750225,71.03457595,29.36804242,48.37403871,45.20378951,18.81828929,618,12.29817251,1,3,9,0,65.10179454,22.01414066,36.00147637,58.70645739
Technology Hardware and Equipment,Company_37,2022,188.1723084,220.0533292,677.9815481,29936.87243,618.1638999,36.06470981,39.10571565,36.75527967,66.34217379,6.208555373,791,12.42499512,0,1,7,5,94.50784672,36.07166168,31.20465574,72.0814359
Technology Hardware and Equipment,Company_37,2023,376.1934339,339.1252372,444.407573,39300.23382,571.4734932,24.94355198,34.84964227,12.45298609,46.29266377,13.32529185,595,35.36745909,0,2,1,4,78.70741349,14.58661748,18.94910721,56.08509583
Technology Hardware and Equipment,Company_37,2024,412.8445052,849.1456706,299.2816075,16326.92876,876.1831138,15.31225452,36.29112698,43.6353654,67.72809762,10.9479065,708,34.29744558,2,1,7,5,64.37776855,43.23595873,35.84249475,92.86156212
Technology Hardware and Equipment,Company_38,2020,480.435033,980.7333215,827.7087603,27580.18236,541.9375153,36.26261456,37.37933029,43.26852121,60.75601655,12.25229142,194,29.3191731,2,1,2,5,58.77865391,28.9836099,24.01184679,74.67192579
Technology Hardware and Equipment,Company_38,2021,489.8760366,607.7394943,1569.318482,37003.21493,650.4026624,25.6024715,29.02178502,43.57845839,35.88942643,16.32756656,277,46.09692314,2,0,8,3,94.276969,32.22362137,28.1211376,60.22260951
Technology Hardware and Equipment,Company_38,2022,195.5996386,454.4399898,240.8837132,14559.74391,452.3385203,12.82887726,45.40243466,27.76978535,39.88979986,15.38334207,210,46.68568692,0,1,2,0,83.25869622,29.92410266,17.15907268,76.92728301
Technology Hardware and Equipment,Company_38,2023,289.7132597,827.4400091,416.7379976,38738.84732,198.7570498,81.41349189,37.15433639,10.51761337,62.06966343,5.031948968,219,17.48248945,0,1,5,5,92.46157895,22.60985978,30.62222138,68.25225812
Technology Hardware and Equipment,Company_38,2024,453.7929644,594.9252069,1082.086765,20966.39321,192.6218492,43.09464032,25.82508055,47.46863053,35.49900088,19.12649947,193,35.36482313,1,0,7,3,66.02845102,42.76834348,32.94953298,85.76035096
Technology Hardware and Equipment,Company_39,2020,413.0762498,744.945424,1496.02895,15847.72419,101.0169479,46.13356117,42.60414555,45.93027139,40.5327377,14.25679481,632,21.94715073,0,1,0,5,84.33673344,37.88224958,38.1228466,79.77780169
Technology Hardware and Equipment,Company_39,2021,482.8478131,562.2903252,219.0612693,5724.694418,972.3217956,14.11509191,39.92067425,38.04452655,64.06064578,5.576533917,448,27.91564668,0,3,4,1,87.96999272,38.85854113,10.28981942,94.81447521
Technology Hardware and Equipment,Company_39,2022,156.1257799,909.4814777,1643.585593,15770.58854,135.6552072,78.73790753,44.33842089,26.78049868,31.63925599,12.52539066,215,31.63517477,1,3,6,0,98.90258865,24.2732241,17.38426861,98.58116013
Technology Hardware and Equipment,Company_39,2023,433.384373,663.6125007,1138.104451,27555.88541,246.539946,31.30359419,40.68565375,41.93384614,41.67668602,5.518448169,814,47.79757544,0,2,2,3,93.11065964,21.73943608,17.1341069,71.12807012
Technology Hardware and Equipment,Company_39,2024,332.9330881,198.2737782,818.9693574,17369.85608,769.3803827,33.25258774,31.51983047,32.39581633,63.18333231,9.488958741,295,16.25906884,1,0,4,0,59.19884717,21.60548589,24.83250994,93.87557367
Technology Hardware and Equipment,Company_40,2020,77.25803757,230.5093339,647.9847609,44463.56349,887.4035084,29.57983191,21.45402312,47.81872046,42.8152624,6.453369927,517,43.22617568,2,0,0,5,73.73605651,30.47715328,21.61655699,52.26296907
Technology Hardware and Equipment,Company_40,2021,398.7393157,854.5040901,1072.740576,15361.31869,229.4916262,30.05552237,35.97510024,47.53093188,47.75915453,5.379061932,707,40.42091188,2,3,0,4,77.07830994,16.55602763,19.89135473,64.58016503
Technology Hardware and Equipment,Company_40,2022,166.5278884,657.8313782,255.8672491,46805.25115,547.5501748,78.51894402,29.20959779,19.33135169,59.55918567,17.93083334,273,38.17566454,1,3,7,3,98.1023052,14.46846712,17.96602706,78.28797941
Technology Hardware and Equipment,Company_40,2023,331.1256766,122.6104983,581.4879046,7899.842165,694.0099659,31.32028159,28.38133268,38.91548871,59.9160132,19.80283095,148,32.94337921,0,2,10,5,69.35772389,27.50394187,26.94521905,88.98457962
Technology Hardware and Equipment,Company_40,2024,104.2788077,191.0902872,435.961415,20315.71349,637.9190936,74.63631206,34.11006614,21.66133572,41.63934335,7.139595549,667,32.99303744,2,3,2,3,78.73026283,40.26856508,30.26560097,81.2127753
Technology Hardware and Equipment,Company_41,2020,301.952078,217.7162719,1867.729865,39077.21659,189.9947655,59.36179356,38.84796031,15.66163554,65.3932564,8.654782248,652,35.98760859,0,2,9,1,50.78252471,49.14820465,23.52499433,82.19110125
Technology Hardware and Equipment,Company_41,2021,480.9536495,694.3288715,1157.155785,22194.45682,514.6691642,80.82781187,45.31301091,15.95300859,61.26037859,15.36763932,758,47.22085953,1,3,10,5,72.80729705,20.5030897,19.14000976,98.92807047
Technology Hardware and Equipment,Company_41,2022,179.7879863,707.305353,1544.098479,19064.82988,501.5780556,60.02673136,30.23671482,30.70176755,37.99445304,10.16710126,540,17.24521346,0,1,1,1,97.32469356,33.48217152,23.71268999,58.07906635
Technology Hardware and Equipment,Company_41,2023,150.2327545,320.3048947,1177.580942,22982.3088,640.8987172,81.15047382,25.61925929,49.34693916,45.69304831,15.42791737,409,27.79051376,1,3,4,4,79.07524894,46.84991634,22.00447535,90.54499997
Technology Hardware and Equipment,Company_41,2024,216.0067233,257.5724937,320.9456044,29677.49828,397.2792078,13.67368399,22.41883152,48.23278582,39.9929517,17.56465004,234,39.26791155,0,2,10,1,62.21337313,14.52921284,15.21594498,68.1545663
Technology Hardware and Equipment,Company_42,2020,394.9136161,954.6293154,666.5773034,22469.72733,392.7173473,44.43219006,32.19029403,33.86404007,55.46714437,19.03108015,919,13.98277725,1,0,9,3,87.05586985,24.91760071,21.94636681,82.69686366
Technology Hardware and Equipment,Company_42,2021,354.4803742,357.5514144,1219.794964,37480.74122,210.8973758,11.40252227,24.17741541,26.43479809,39.19048435,13.00936413,261,36.38988106,0,2,10,0,98.7670659,45.3130142,10.06044818,99.3298456
Technology Hardware and Equipment,Company_42,2022,174.4668709,242.2406388,578.9376106,14133.48803,317.4688269,11.62822993,27.6936746,21.76117176,68.00787953,12.06398979,647,40.27436082,1,3,4,1,97.02903812,37.15536295,36.18388184,88.02159242
Technology Hardware and Equipment,Company_42,2023,270.0966683,487.7708854,885.4295719,49822.95023,868.7804054,66.01439426,22.19709121,16.60277278,35.32076066,12.99131513,907,23.2893694,1,3,1,3,82.88213132,48.56507069,34.08621713,61.06273452
Technology Hardware and Equipment,Company_42,2024,458.3928417,207.3812229,267.2482138,12339.37806,172.9028301,52.49713082,40.17395303,41.37503383,59.96349722,19.98873684,983,33.65231657,2,2,6,2,56.45552403,20.82120244,35.27409742,56.64198931
Technology Hardware and Equipment,Company_43,2020,227.4382331,719.2987352,1233.799689,35591.38307,272.5348968,58.72403287,22.13019112,49.39439365,35.74957059,6.628990366,426,49.04017112,2,0,1,0,81.179951,37.20780601,16.74388328,57.77602305
Technology Hardware and Equipment,Company_43,2021,254.2768693,911.5279619,707.3611694,29155.77107,572.9188859,95.61067878,38.90647751,40.35202082,34.90195365,11.81082618,773,15.78496023,2,1,2,3,63.65702485,27.21374434,33.61521573,58.89746492
Technology Hardware and Equipment,Company_43,2022,352.3547195,695.9726916,1188.020532,41435.03814,517.8311974,49.38041925,33.83672936,33.26324418,32.87647047,17.71135406,942,18.32132363,0,3,5,1,71.10973677,37.41063671,10.10186565,93.65062509
Technology Hardware and Equipment,Company_43,2023,496.0421349,816.4641898,1348.631564,27584.46153,292.6430021,23.28803494,34.8252541,18.98253709,47.15332286,17.5189616,310,10.39203892,2,2,5,1,75.96766219,49.19908962,14.71952407,51.23150178
Technology Hardware and Equipment,Company_43,2024,184.0453402,871.9846844,871.8365293,21195.686,175.5528292,22.84316281,40.38852141,38.10770518,41.45446303,8.657073587,890,36.34450063,1,0,5,0,63.81807308,19.35864442,32.15835401,50.93652335
Technology Hardware and Equipment,Company_44,2020,93.336063,547.5991774,443.1276574,5592.978292,390.8495181,64.46319715,35.91897558,31.32557599,67.31926021,8.665417956,180,11.99513839,0,0,3,1,89.02318665,12.04547666,33.78953369,63.57524727
Technology Hardware and Equipment,Company_44,2021,483.5240355,241.8488255,403.371893,18014.12948,542.0076268,44.67334983,37.79814647,34.27364781,64.154771,9.798386685,964,41.99488086,0,0,7,0,55.44738181,34.53551285,16.27176769,68.89168027
